"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.22274213,-0.0405676663,-0.185730711,-0.239887431
6.23269913,-0.0332250632,-0.191453055,-0.238155842
6.24265713,-0.0710866898,-0.183827356,-0.233514488
6.25261513,-0.128739864,-0.147803307,-0.220331565
6.26257213,-0.184136286,-0.096741721,-0.190054357
6.27253013,-0.221515343,-0.0259035025,-0.15036127
6.28248696,-0.218373612,0.0478277095,-0.110919327
6.29244496,-0.171485201,0.133770853,-0.0770465806
6.30240296,-0.0853905305,0.215993285,-0.0466769561
6.31235996,0.0243442208,0.269701779,-0.0141826645
6.32231796,0.117451526,0.260907501,0.0041103228
6.33227496,0.167216688,0.214342654,0.0205305759
6.34223296,0.156184539,0.135510683,0.0333963074
6.35219096,0.0984613225,0.0483326465,0.0428864807
6.36214796,0.0193968676,-0.0369343162,0.0487297215
6.37210596,-0.0560017489,-0.116410762,0.0502080433
6.38206296,-0.0981358886,-0.172009841,0.0473715104
6.39202096,-0.0904550627,-0.196567923,0.0376011729
6.40197896,-0.0382128991,-0.199240401,0.0276643839
6.41193596,0.0490767322,-0.176332429,0.022608906
6.42189396,0.139074266,-0.124673225,0.0299549699
6.43185196,0.206406161,-0.0550299622,0.0448026247
6.44180896,0.237227723,0.0197089892,0.0652535707
6.45176696,0.232778385,0.0786029324,0.0847361907
6.46172396,0.212686971,0.0971734226,0.101437144
6.47168196,0.196864322,0.0872467533,0.110525712
6.48163996,0.190451697,0.0456226133,0.118346617
6.49159696,0.189292699,0.00601608073,0.12996839
6.50155496,0.19052574,-0.0154290237,0.147041917
6.51151196,0.197921872,-0.0137421777,0.171431407
6.52146996,0.206185654,-0.000953677983,0.206314549
6.53142796,0.208933502,0.0157917459,0.234709442
6.54138496,0.206937999,0.0222581681,0.254010707
6.55134296,0.199939474,0.0166024119,0.264511824
6.56129996,0.196799874,-0.000841825211,0.263754666
6.57125796,0.19830057,-0.0226065088,0.258661121
6.58121596,0.205642909,-0.0208064783,0.251992822
6.59117296,0.205319867,-0.0122287031,0.252925724
6.60113096,0.194040045,-0.0259578303,0.249052435
6.61108896,0.165289626,-0.0593384244,0.238815233
6.62104596,0.124076143,-0.0973135009,0.22438544
6.63100396,0.0877016261,-0.159965426,0.196572706
6.64096096,0.0758161992,-0.220784575,0.160110578
6.65091896,0.0860107839,-0.252568871,0.123607159
6.66087696,0.124864437,-0.263698757,0.0899711698
6.67083396,0.168840423,-0.256177992,0.0765003636
6.68079196,0.209405154,-0.213236913,0.0781714991
6.69074896,0.22775273,-0.159569949,0.0871993527
6.70070696,0.212409198,-0.0989912972,0.0965249389
6.71066496,0.172512114,-0.0536541753,0.097874634
6.72062196,0.135240376,-0.0495646223,0.0900140479
6.73057996,0.110005327,-0.0655326694,0.0784655139
6.74053696,0.101325557,-0.0823076591,0.0638412982
6.75049496,0.107729927,-0.0859535262,0.0458013117
6.76045296,0.124787204,-0.0736888647,0.0333299935
6.77040996,0.129926309,-0.045817554,0.0320990793
6.78036796,0.116155632,-0.0126215192,0.0328881741
6.79032596,0.075795427,0.0296172798,0.0366493575
6.80028296,0.0242416896,0.0714856312,0.0416646227
6.81024096,-0.0285616033,0.08764676,0.0438505448
6.82019796,-0.0658266842,0.0804101527,0.0471304953
6.83015596,-0.083195284,0.065385133,0.0551143847
6.84011396,-0.0953241214,0.0474724434,0.0716249198
6.85007096,-0.112370752,0.0517761111,0.0893804803
6.86002896,-0.135137588,0.0535393916,0.0932830721
6.86998596,-0.16202645,0.042884618,0.0800362453
6.87994396,-0.179310903,0.022868298,0.0610329956
6.88990196,-0.178548172,-0.0109115038,0.0301155578
6.89985896,-0.158159271,-0.0553652532,-0.0111945979
6.90981696,-0.136131465,-0.100148708,-0.0556230471
6.91977496,-0.127267674,-0.140613303,-0.0967334658
6.92973196,-0.142225847,-0.174264207,-0.138234034
6.93968996,-0.170004755,-0.207036003,-0.17873247
