"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
44.598625,0.320523747,0.0650923576,-9.54897405
44.608582,0.385167192,-0.0181061501,-9.62977835
44.61854,0.468664975,-0.156520934,-9.6781113
44.628498,0.522833788,-0.301220496,-9.7366196
44.638456,0.526874003,-0.414945075,-9.73886417
44.648414,0.465821861,-0.53704936,-9.6665892
44.658372,0.34656069,-0.609174685,-9.50842226
44.66833,0.227000245,-0.644638797,-9.29429084
44.678287,0.148590141,-0.736665923,-9.09961232
44.688245,0.106691611,-0.853383254,-8.95057327
44.698203,0.154725282,-0.953341174,-8.84717368
44.708161,0.233883575,-1.05120417,-8.78163241
44.718119,0.250044436,-1.14203419,-8.71055455
44.728077,0.242712193,-1.20757546,-8.61209301
44.738035,0.196174899,-1.21341133,-8.56286224
44.747992,0.124498486,-1.16462947,-8.64067379
44.75795,0.119111533,-1.13859253,-8.90538271
44.767908,0.174926359,-1.06571901,-9.28067382
44.777866,0.148590141,-0.965461819,-9.68319898
44.787824,0.170287593,-0.888398454,-10.0335006
44.797782,0.287004924,-0.856824919,-10.3453454
44.80774,0.351199456,-0.820462981,-10.503213
44.817697,0.330100554,-0.806696322,-10.5159322
44.827655,0.27353754,-0.842459709,-10.4116348
44.837613,0.341024099,-0.954687912,-10.2172556
44.847571,0.412999786,-1.11869073,-9.93653544
44.857529,0.394444724,-1.26907652,-9.60628525
44.867487,0.327706352,-1.39103116,-9.32840822
44.877445,0.297629194,-1.48440503,-9.19238764
44.887402,0.264858559,-1.55039521,-9.15856954
44.89736,0.188244106,-1.5813702,-9.28665933
44.907318,0.023044191,-1.48545249,-9.59401497
44.917276,-0.138863696,-1.27551093,-10.0911111
44.927234,-0.246902046,-0.990451299,-10.7231803
44.937192,-0.332644393,-0.726490566,-11.4324626
44.94715,-0.348356342,-0.491559528,-12.2238959
44.957107,-0.351798006,-0.344615401,-12.516587
44.967065,-0.304961436,-0.287453837,-12.1468325
44.977023,-0.279822319,-0.247051684,-11.3516583
44.986981,-0.19797055,-0.190339032,-10.5970358
44.996939,-0.190339032,-0.0860416222,-10.1189437
45.006897,-0.194678522,0.00972644424,-9.9339916
45.016855,-0.257376678,0.193930334,-10.0115039
45.026812,-0.312144041,0.410605585,-10.4638584
45.03677,-0.323217224,0.61949968,-11.1893015
45.046728,-0.285658186,0.800112267,-11.9190841
45.056686,-0.194079972,0.904708952,-12.5532482
45.066644,-0.0472854828,0.966958195,-12.7058786
45.076602,0.133327105,1.02292266,-12.4532903
45.08656,0.180313313,1.12796826,-11.7532856
45.096518,0.154276369,1.18887076,-10.952874
45.106475,0.103698859,1.18228671,-10.29387
45.116433,0.142604636,1.16492875,-9.70893664
